Source Account,Tweet,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
@CNN,"It's feared that Typhoon Mangkhut could lead to flash flooding in rural areas of the Philippines, triggering landsl… https://t.co/ezlwTx1tna",Sat Sep 15 08:14:04 +0000 2018,-0.4939,0.0,0.849,0.151,59
@CNN,"Julie Wilson, a reporter for CNN affiliate WTVD in North Carolina, had to stop a live broadcast in New Bern to save… https://t.co/soIly7RYDd",Sat Sep 15 08:07:05 +0000 2018,-0.296,0.0,0.901,0.099,60
@CNN,MIT has developed a system that allows robots to manipulate specific objects that they're “seeing” for the first ti… https://t.co/2mEOPeigii,Sat Sep 15 08:01:00 +0000 2018,0.0,0.0,1.0,0.0,61
@CNN,"Despite guilty plea, Paul Manafort still holds the Trump card | By Paul Callan via @CNNOpinion… https://t.co/Ag95N4gmCO",Sat Sep 15 07:53:03 +0000 2018,-0.4215,0.0,0.843,0.157,62
@CNN,One of China's most famous actresses has disappeared without a trace amid an uproar over tax evasion by celebrities https://t.co/nIICUImqxM,Sat Sep 15 07:47:06 +0000 2018,-0.2263,0.0,0.905,0.095,63
@CNN,More than 100 volunteers united to fill sandbags and plug up a gap in a local levee in an effort to avoid a repeat… https://t.co/RH0xvjKbk0,Sat Sep 15 07:33:05 +0000 2018,0.1531,0.112,0.8,0.088,64
@CNN,News junkies and former producers @cbzakin and @DMWeisberg launched @theskimm and turned their dreams into a newsle… https://t.co/azsZgBHnUb,Sat Sep 15 07:31:06 +0000 2018,0.4939,0.219,0.781,0.0,65
@CNN,Utility companies estimate that 1 million to 2.5 million customers could be without power before the end of Florenc… https://t.co/dYLHf18Ptc,Sat Sep 15 07:26:05 +0000 2018,0.0,0.0,1.0,0.0,66
@CNN,This retired Marine is rescuing storm victims in his military transport vehicle. He's pulled several people out of… https://t.co/DjHLvIOif4,Sat Sep 15 07:18:05 +0000 2018,-0.3182,0.0,0.887,0.113,67
@CNN,Here's how to help people impacted by Hurricane Florence | via @CNNImpact https://t.co/DcwEyKkn4x https://t.co/T6d3oIqwWe,Sat Sep 15 07:10:06 +0000 2018,0.4019,0.184,0.816,0.0,68
@CNN,"A news station in New Bern, North Carolina, was forced to evacuate while on air due to flooding from Florence… https://t.co/CLvA9iDurl",Sat Sep 15 07:02:49 +0000 2018,-0.4588,0.0,0.864,0.136,69
@CNN,"Pluto is most definitely a planet, say some scientists who argue that it should never have been downgraded… https://t.co/D3cCgwd5Nr",Sat Sep 15 07:01:03 +0000 2018,0.1513,0.14,0.748,0.112,70
@CNN,Florence threatens more than a million homes without flood insurance https://t.co/zvMRB0ZMN9 https://t.co/q3HX9hiaWS,Sat Sep 15 06:56:04 +0000 2018,-0.3818,0.0,0.794,0.206,71
@CNN,"Ariana Grande has broken her silence about the death of rapper Mac Miller, her former boyfriend and someone she cal… https://t.co/li2Ua8hh0f",Sat Sep 15 06:46:27 +0000 2018,-0.7906,0.0,0.731,0.269,72
@CNN,Here's how to help people impacted by Florence | via @CNNImpact https://t.co/UNsBROwNF4 https://t.co/D3YEgPi3w7,Sat Sep 15 06:31:05 +0000 2018,0.4019,0.197,0.803,0.0,73
@CNN,What's the difference between a typhoon and a hurricane? @chadmyerscnn explains: it's all about location… https://t.co/IwUPlDhyZM,Sat Sep 15 06:27:33 +0000 2018,0.0,0.0,1.0,0.0,74
@CNN,"Typhoon Mangkhut made landfall early Saturday in the northern Philippines, bringing with it gale-force winds and po… https://t.co/xTnXjwlncj",Sat Sep 15 06:17:51 +0000 2018,0.0,0.0,1.0,0.0,75
@CNN,John Bunn was wrongfully convicted of murder as a teenager and exonerated after 27 years of fighting for his freedo… https://t.co/IhdyBTOIAC,Sat Sep 15 06:01:00 +0000 2018,-0.6597,0.104,0.63,0.267,76
@CNN,"At least five people, including a mother and her infant, have died after Tropical Storm Florence made landfall in N… https://t.co/Ps26MiALxS",Sat Sep 15 05:49:28 +0000 2018,-0.5574,0.0,0.841,0.159,77
@CNN,"The new Apple Watch touts a built-in, FDA-approved EKG sensor to test your heart https://t.co/sl4m4e5YDd https://t.co/StsIL1Hrip",Sat Sep 15 05:31:00 +0000 2018,-0.0258,0.0,0.927,0.073,78
@CNN,These Georgia firefighters went to a local gym this week for a 110-story stair climb in remembrance of 9/11. They b… https://t.co/Pb1OZh5P6J,Sat Sep 15 05:01:00 +0000 2018,0.0,0.0,1.0,0.0,79
@CNN,Here's how to help people impacted by Florence | via @CNNImpact https://t.co/AG9OQnpuV4 https://t.co/snKLCyduGs,Sat Sep 15 04:31:05 +0000 2018,0.4019,0.197,0.803,0.0,80
@CNN,"Typhoon Mangkhut has caused flooding and structural damage in the northern Philippines, @AFieldCNN reports - but au… https://t.co/yUenbkxCFS",Sat Sep 15 04:13:07 +0000 2018,-0.2732,0.0,0.884,0.116,81
@CNN,"Florence brought heavy rains and winds reaching over 100 mph as the storm arrived in the Carolinas, leaving destruc… https://t.co/tlnIjUz8Wc",Sat Sep 15 04:07:22 +0000 2018,0.2023,0.087,0.913,0.0,82
@CNN,This 9-year-old Australian girl refused to stand during the country's national anthem out of respect for the nation… https://t.co/sCJZu3E2SS,Sat Sep 15 04:02:06 +0000 2018,0.2263,0.139,0.762,0.099,83
@CNN,"RT @CNNTonight: ""Ingress and leaving this area is going to be difficult with flooding,"" says Luke Rankin, South Carolina State Senate. ""Nor…",Sat Sep 15 03:35:23 +0000 2018,-0.3612,0.0,0.894,0.106,84
@CNN,"Florence brought heavy rains and winds reaching over 100 mph as the storm arrived in the Carolinas, leaving destruc… https://t.co/4fXKKQtqqM",Sat Sep 15 03:26:15 +0000 2018,0.2023,0.087,0.913,0.0,85
@CNN,"RT @CNNTonight: ""We have actually five rivers that are in the interior of Horry County and all of those possibly could affect up to seven m…",Sat Sep 15 03:13:09 +0000 2018,0.0,0.0,1.0,0.0,86
@CNN,"It's feared that Super Typhoon Mangkhut could lead to flash flooding in rural areas of the Philippines, triggering… https://t.co/fpxI4Nrpmv",Sat Sep 15 03:07:40 +0000 2018,0.1779,0.162,0.705,0.133,87
@CNN,"RT @CuomoPrimeTime: ""We couldn't make a rescue tonight, if we wanted to. Because of the winds and the gusts. ... It kind of leaves us feeli…",Sat Sep 15 02:59:18 +0000 2018,-0.4023,0.0,0.899,0.101,88
@CNN,"Julie Wilson, a reporter for CNN affiliate WTVD in North Carolina, had to stop a live broadcast in New Bern to save… https://t.co/gClIwyGywD",Sat Sep 15 02:52:34 +0000 2018,-0.296,0.0,0.901,0.099,89
@CNN,Censoring 'Black-ish' was a craven move to satisfy Trump's base | By Clay Cane via @CNNOpinion… https://t.co/K1znYLg6Cm,Sat Sep 15 02:46:03 +0000 2018,0.4588,0.176,0.824,0.0,90
@CNN,"RT @CNNTonight: ""The rescue crew tried to do everything they could."" A mother and her infant child were killed in Wilmington, NC, after a t…",Sat Sep 15 02:43:52 +0000 2018,-0.296,0.115,0.729,0.156,91
@CNN,Here's how to help people impacted by Florence | via @CNNImpact https://t.co/5NMRJAUl0C https://t.co/fR83aFsK5m,Sat Sep 15 02:31:06 +0000 2018,0.4019,0.197,0.803,0.0,92
@CNN,"This is the iPhone XR, Apple’s newly introduced ""lower-end"" smartphone. It starts at $749, has a bright LCD screen… https://t.co/yH8ULYczd1",Sat Sep 15 02:31:00 +0000 2018,0.4404,0.139,0.861,0.0,93
@CNN,"A weatherman firmly braces himself for Hurricane Florence as two people walk behind him, appearing unaffected by th… https://t.co/VS0H4139A8",Sat Sep 15 02:27:05 +0000 2018,0.0,0.0,1.0,0.0,94
@CNN,"A group of firefighters in Wilmington, North Carolina, knelt and prayed outside the home where a mother and her inf… https://t.co/BGNReLbNoM",Sat Sep 15 02:16:05 +0000 2018,0.0,0.0,1.0,0.0,95
@CNN,"The White House considered replacing FEMA Administrator Brock Long, who is the subject of an ongoing Department of… https://t.co/bMIgWjdA4Q",Sat Sep 15 02:09:01 +0000 2018,0.0,0.0,1.0,0.0,96
@CNN,"RT @CuomoPrimeTime: ""All the National Guardsmen are back and OK."" CNN's Dianne Gallagher recounts being embedded with the North Carolina Na…",Sat Sep 15 02:04:42 +0000 2018,0.0,0.0,1.0,0.0,97
@CNN,"In September 2017, Maria Torres was hunkered down in one room of her grandmother's house with 10 other family membe… https://t.co/JxzuadtS4t",Sat Sep 15 02:01:05 +0000 2018,0.0,0.0,1.0,0.0,98
@CNN,"There are currently more than 790,000 power outages statewide in North Carolina, according to emergency management… https://t.co/EahyuW76ok",Sat Sep 15 01:52:37 +0000 2018,-0.3818,0.0,0.86,0.14,99
@CNN,Meet the iPhone XS and the iPhone XS Max https://t.co/pUk7cR6Ygw https://t.co/A0xeSZYrF7,Sat Sep 15 01:51:00 +0000 2018,0.0,0.0,1.0,0.0,100
@FoxNews,"SUNDAY: Fox News Channel presents a special “Town Hall America with @HARRISFAULKNER,” focusing on hot-button issues… https://t.co/sHzmAf8Xgh",Sat Sep 15 15:41:48 +0000 2018,0.4019,0.153,0.847,0.0,1
@FoxNews,Giuliani: Manafort's Guilty Plea Is 'Irrelevant' to Trump Probe https://t.co/qgW2bZDFcf,Sat Sep 15 15:30:00 +0000 2018,-0.4215,0.0,0.763,0.237,2
@FoxNews,"Brunswick County, NC Sheriff on looters breaking into businesses, homes &amp; cars during Florence https://t.co/TUS5IUIsBE",Sat Sep 15 15:22:17 +0000 2018,0.0,0.0,1.0,0.0,3
@FoxNews,Dana Outlaw: “We have to establish security for our citizens.” https://t.co/iRP1exyE3I https://t.co/xufTXUKwMN,Sat Sep 15 15:20:00 +0000 2018,0.34,0.179,0.821,0.0,4
@FoxNews,Dana Outlaw: “We’re asking residents to stay home. A lot of folks are starting to get out and ride around and at th… https://t.co/S7FiH1ialK,Sat Sep 15 15:15:01 +0000 2018,0.0,0.0,1.0,0.0,5
@FoxNews,Florence's path: Track the tropical storm here https://t.co/w7u1Z3c3ZA,Sat Sep 15 15:13:02 +0000 2018,0.0,0.0,1.0,0.0,6
@FoxNews,UPDATE: Authorities have revised the number of deaths to at least 5 https://t.co/iRP1exyE3I,Sat Sep 15 15:06:04 +0000 2018,0.0772,0.106,0.894,0.0,7
@FoxNews,North Carolina Governor Roy Cooper holds a briefing on Florence. https://t.co/2ryPj2io82 (Courtesy: WNCN) https://t.co/Us7fSE69LF,Sat Sep 15 15:05:18 +0000 2018,0.0,0.0,1.0,0.0,8
@FoxNews,"WNBA champion team Seattle Storm did not receive @WhiteHouse invite and have no interest in going, Sue Bird says https://t.co/YjC7JLkek3",Sat Sep 15 15:00:00 +0000 2018,0.6435,0.26,0.603,0.137,9
@FoxNews,SUNDAY: Don't miss an exclusive interview with @SenJohnKennedy on @FoxNewsSunday. Check your local listings and tun… https://t.co/OU9mB7Xqks,Sat Sep 15 14:55:44 +0000 2018,0.0191,0.081,0.842,0.077,10
@FoxNews,.@rickreichmuth gives an update on Florence https://t.co/iRP1exh2F8 https://t.co/OnYdQXgTPY,Sat Sep 15 14:55:00 +0000 2018,0.0,0.0,1.0,0.0,11
@FoxNews,Florence prompts catastrophic flood warnings https://t.co/iRP1exyE3I https://t.co/NwgcBJQ9FU,Sat Sep 15 14:45:00 +0000 2018,-0.6597,0.0,0.481,0.519,12
@FoxNews,"RT @FoxNewsResearch: American Spotlight 🔦
𝐀𝐭𝐥𝐚𝐧𝐭𝐢𝐜 𝐇𝐮𝐫𝐫𝐢𝐜𝐚𝐧𝐞𝐬
Direct hits →
•FL: 75 (northeast/southeast)
•NC: 56 
•SC: 31 
•GA: 22
•NY: 15…",Sat Sep 15 14:44:30 +0000 2018,0.0,0.0,1.0,0.0,13
@FoxNews,Lt. Gen Todd T. Semonite on military preparation for post-Florence response https://t.co/iRP1exyE3I https://t.co/XCceA2fiEX,Sat Sep 15 14:30:00 +0000 2018,0.0,0.0,1.0,0.0,14
@FoxNews,.@SecPompeo slams Kerry for 'actively undermining' the US with Iran shadow diplomacy https://t.co/2jhsqwvK5T,Sat Sep 15 14:15:00 +0000 2018,-0.0516,0.146,0.696,0.158,15
@FoxNews,.@edhenry is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/GPWySeYP8n,Sat Sep 15 14:10:09 +0000 2018,0.0,0.0,1.0,0.0,16
@FoxNews,"Lt. Gen Todd T. Semonite: “From a Department of Defense perspective, life safety clearly is the No. 1 priority.”… https://t.co/yGysgMuZJn",Sat Sep 15 13:53:19 +0000 2018,0.5859,0.302,0.603,0.095,17
@FoxNews,.@fema provides an update on Florence. https://t.co/iRP1exyE3I https://t.co/mozYAFs9b8,Sat Sep 15 13:21:39 +0000 2018,0.0,0.0,1.0,0.0,18
@FoxNews,Lt. David Daniels: “We’re still working on our water rescues. We’re hoping to have those complete by the end of the… https://t.co/SMNpTL5mjT,Sat Sep 15 13:18:34 +0000 2018,0.6249,0.203,0.797,0.0,19
@FoxNews,"Richard Neal: “What we wanted to do when we put it up there is say nothing more than, ‘this is America, we are prou… https://t.co/awjwUaTMs2",Sat Sep 15 13:06:49 +0000 2018,0.0,0.0,1.0,0.0,20
@FoxNews,"SUNDAY: Fox News Channel presents a special “Town Hall America with @HARRISFAULKNER,” focusing on hot-button issues… https://t.co/sHzmAf8Xgh",Sat Sep 15 15:41:48 +0000 2018,0.4019,0.153,0.847,0.0,21
@FoxNews,Giuliani: Manafort's Guilty Plea Is 'Irrelevant' to Trump Probe https://t.co/qgW2bZDFcf,Sat Sep 15 15:30:00 +0000 2018,-0.4215,0.0,0.763,0.237,22
@FoxNews,"Brunswick County, NC Sheriff on looters breaking into businesses, homes &amp; cars during Florence https://t.co/TUS5IUIsBE",Sat Sep 15 15:22:17 +0000 2018,0.0,0.0,1.0,0.0,23
@FoxNews,Dana Outlaw: “We have to establish security for our citizens.” https://t.co/iRP1exyE3I https://t.co/xufTXUKwMN,Sat Sep 15 15:20:00 +0000 2018,0.34,0.179,0.821,0.0,24
@FoxNews,Dana Outlaw: “We’re asking residents to stay home. A lot of folks are starting to get out and ride around and at th… https://t.co/S7FiH1ialK,Sat Sep 15 15:15:01 +0000 2018,0.0,0.0,1.0,0.0,25
@FoxNews,Florence's path: Track the tropical storm here https://t.co/w7u1Z3c3ZA,Sat Sep 15 15:13:02 +0000 2018,0.0,0.0,1.0,0.0,26
@FoxNews,UPDATE: Authorities have revised the number of deaths to at least 5 https://t.co/iRP1exyE3I,Sat Sep 15 15:06:04 +0000 2018,0.0772,0.106,0.894,0.0,27
@FoxNews,North Carolina Governor Roy Cooper holds a briefing on Florence. https://t.co/2ryPj2io82 (Courtesy: WNCN) https://t.co/Us7fSE69LF,Sat Sep 15 15:05:18 +0000 2018,0.0,0.0,1.0,0.0,28
@FoxNews,"WNBA champion team Seattle Storm did not receive @WhiteHouse invite and have no interest in going, Sue Bird says https://t.co/YjC7JLkek3",Sat Sep 15 15:00:00 +0000 2018,0.6435,0.26,0.603,0.137,29
@FoxNews,SUNDAY: Don't miss an exclusive interview with @SenJohnKennedy on @FoxNewsSunday. Check your local listings and tun… https://t.co/OU9mB7Xqks,Sat Sep 15 14:55:44 +0000 2018,0.0191,0.081,0.842,0.077,30
@FoxNews,.@rickreichmuth gives an update on Florence https://t.co/iRP1exh2F8 https://t.co/OnYdQXgTPY,Sat Sep 15 14:55:00 +0000 2018,0.0,0.0,1.0,0.0,31
@FoxNews,Florence prompts catastrophic flood warnings https://t.co/iRP1exyE3I https://t.co/NwgcBJQ9FU,Sat Sep 15 14:45:00 +0000 2018,-0.6597,0.0,0.481,0.519,32
@FoxNews,"RT @FoxNewsResearch: American Spotlight 🔦
𝐀𝐭𝐥𝐚𝐧𝐭𝐢𝐜 𝐇𝐮𝐫𝐫𝐢𝐜𝐚𝐧𝐞𝐬
Direct hits →
•FL: 75 (northeast/southeast)
•NC: 56 
•SC: 31 
•GA: 22
•NY: 15…",Sat Sep 15 14:44:30 +0000 2018,0.0,0.0,1.0,0.0,33
@FoxNews,Lt. Gen Todd T. Semonite on military preparation for post-Florence response https://t.co/iRP1exyE3I https://t.co/XCceA2fiEX,Sat Sep 15 14:30:00 +0000 2018,0.0,0.0,1.0,0.0,34
@FoxNews,.@SecPompeo slams Kerry for 'actively undermining' the US with Iran shadow diplomacy https://t.co/2jhsqwvK5T,Sat Sep 15 14:15:00 +0000 2018,-0.0516,0.146,0.696,0.158,35
@FoxNews,.@edhenry is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/GPWySeYP8n,Sat Sep 15 14:10:09 +0000 2018,0.0,0.0,1.0,0.0,36
@FoxNews,"Lt. Gen Todd T. Semonite: “From a Department of Defense perspective, life safety clearly is the No. 1 priority.”… https://t.co/yGysgMuZJn",Sat Sep 15 13:53:19 +0000 2018,0.5859,0.302,0.603,0.095,37
@FoxNews,.@fema provides an update on Florence. https://t.co/iRP1exyE3I https://t.co/mozYAFs9b8,Sat Sep 15 13:21:39 +0000 2018,0.0,0.0,1.0,0.0,38
@FoxNews,Lt. David Daniels: “We’re still working on our water rescues. We’re hoping to have those complete by the end of the… https://t.co/SMNpTL5mjT,Sat Sep 15 13:18:34 +0000 2018,0.6249,0.203,0.797,0.0,39
@FoxNews,"Richard Neal: “What we wanted to do when we put it up there is say nothing more than, ‘this is America, we are prou… https://t.co/awjwUaTMs2",Sat Sep 15 13:06:49 +0000 2018,0.0,0.0,1.0,0.0,40
@FoxNews,.@SecPompeo: “What Secretary Kerry has done is unseemly and unprecedented.” https://t.co/7OY9AxtHec https://t.co/TMcqtXIEJZ,Sat Sep 15 12:55:23 +0000 2018,0.0,0.0,1.0,0.0,41
@FoxNews,Tropical Storm Florence weakens as death toll rises to at least 7 https://t.co/iRP1exyE3I,Sat Sep 15 12:41:28 +0000 2018,-0.7351,0.0,0.617,0.383,42
@FoxNews,Shirtless man stares down Hurricane Florence with American flag in hand: 'Just being free and American' https://t.co/GsasKGNzs1,Sat Sep 15 12:36:23 +0000 2018,0.7579,0.302,0.698,0.0,43
@FoxNews,Dana Outlaw: “We have volunteers and staff that haven’t slept for 48 hours.” https://t.co/l0LqbQgv1X,Sat Sep 15 12:28:26 +0000 2018,0.0,0.0,1.0,0.0,44
@FoxNews,Dalai Lama says 'Europe belongs to Europeans' and refugees should ultimately go back home https://t.co/IazIklcSWL,Sat Sep 15 12:12:02 +0000 2018,0.0,0.0,1.0,0.0,45
@FoxNews,.@dbongino: “How is John Kerry not guilty of a Logan Act violation?” https://t.co/4rStvpgJ6K,Sat Sep 15 11:52:55 +0000 2018,0.3252,0.175,0.825,0.0,46
@FoxNews,.@SenTedCruz &amp; @BetoORourke to face off in three debates https://t.co/fwefXyJZoV,Sat Sep 15 11:47:40 +0000 2018,0.0,0.0,1.0,0.0,47
@FoxNews,Daniel Kaniewski: “This has transitioned from a wind event and a storm surge event to an inland flooding event.” https://t.co/itZ0Kbheei,Sat Sep 15 11:45:46 +0000 2018,0.0,0.0,1.0,0.0,48
@FoxNews,George Zaytoun: “The amount of water and storm surge was very overwhelming.” https://t.co/irH9E3oHyr,Sat Sep 15 11:34:18 +0000 2018,0.0,0.0,1.0,0.0,49
@FoxNews,George Zaytoun: “The debris and the trees down… it looks like a battlefield.” https://t.co/cAtmuR45m2,Sat Sep 15 11:30:17 +0000 2018,0.3612,0.172,0.828,0.0,50
@FoxNews,Capt. John Reed: “Our hearts and prayers are with the people of North Carolina.” https://t.co/9v5gXbqoI4,Sat Sep 15 11:21:57 +0000 2018,0.0,0.0,1.0,0.0,51
@FoxNews,Texas police officer dies after shot in head during gunbattle with robbery suspects https://t.co/T3lXdi7Y1b,Sat Sep 15 11:09:23 +0000 2018,-0.34,0.0,0.844,0.156,52
@FoxNews,OPINION: Hurricane Florence: I rode out the storm – this is what it was like when 90 mph winds were above my house https://t.co/ugccijkGaa,Sat Sep 15 11:02:04 +0000 2018,0.3612,0.106,0.894,0.0,53
@FoxNews,"Trace Cooper: “Roofs and shingles blown off, siding blown off, but not too many buildings completely destroyed.” https://t.co/fgVhkvLEyK",Sat Sep 15 10:38:12 +0000 2018,0.0,0.0,1.0,0.0,54
@FoxNews,Florence's path: Track the tropical storm here https://t.co/w7u1Z3c3ZA,Sat Sep 15 10:29:46 +0000 2018,0.0,0.0,1.0,0.0,55
@FoxNews,Boston-area explosions have Massachusetts governor declaring state of emergency https://t.co/on33l5i4hQ https://t.co/hxLcHaI8ch,Sat Sep 15 10:16:32 +0000 2018,-0.3818,0.0,0.794,0.206,56
@FoxNews,"100 rescues now underway in New Bern, North Carolina https://t.co/unx4Ej9ams https://t.co/rWg05CCkvf",Sat Sep 15 10:11:25 +0000 2018,0.3182,0.187,0.813,0.0,57
@FoxNews,Jim Carrey called out by Venezuelan journalist over support of socialism https://t.co/pkRDXwYRY6,Sat Sep 15 10:05:17 +0000 2018,0.4019,0.197,0.803,0.0,58
@FoxNews,Florence has forced nearly a half million evacuations across the Carolinas https://t.co/unx4Ej9ams https://t.co/nQ2AGMaC7W,Sat Sep 15 09:56:27 +0000 2018,-0.4588,0.0,0.786,0.214,59
@FoxNews,"Conway Medical Center CFO Brian Argo: ""We've seen a pretty large influx of patients. We're the only emergency open… https://t.co/XWM6gqJcUj",Sat Sep 15 09:50:23 +0000 2018,0.1531,0.14,0.746,0.114,60
@FoxNews,.@Nike shares hit all-time high after @Kaepernick7 ad backlash (via @FoxBusiness) https://t.co/TBTFtQbMOp,Sat Sep 15 09:45:06 +0000 2018,0.296,0.167,0.833,0.0,61
@FoxNews,"Former Trump campaign chairman Paul Manafort pleads guilty, will cooperate with Special Counsel Robert Mueller… https://t.co/rxKIWe89ts",Sat Sep 15 09:41:36 +0000 2018,-0.0258,0.138,0.718,0.144,62
@FoxNews,Boston-area explosions have Massachusetts governor declaring state of emergency https://t.co/on33l5i4hQ https://t.co/CLo4lZMVH3,Sat Sep 15 09:36:36 +0000 2018,-0.3818,0.0,0.794,0.206,63
@FoxNews,Franklin Graham: Weathering Hurricane Florence – there is strength in togetherness (via @FoxNewsOpinion) https://t.co/Gwq8s3Pa68,Sat Sep 15 09:31:05 +0000 2018,0.4939,0.211,0.789,0.0,64
@FoxNews,Tropical Storm Florence to dump 15 more inches of rain on the Carolinas https://t.co/unx4Ej9ams https://t.co/3s9vejOXNH,Sat Sep 15 09:28:01 +0000 2018,-0.3818,0.0,0.843,0.157,65
@FoxNews,"Tropical Storm Florence: @GriffJenkins has the latest on the deadly storm from Morehead City, North Carolina… https://t.co/TDX0rhYwUi",Sat Sep 15 09:18:06 +0000 2018,0.0,0.0,1.0,0.0,66
@FoxNews,Taco Bell employee fired for refusing to serve English-speaking customer https://t.co/4JrgPuYDmH,Sat Sep 15 09:15:19 +0000 2018,-0.743,0.0,0.588,0.412,67
@FoxNews,A grieving New York mom whose daughter was brutally murdered by MS-13 gang members— and who was later honored by… https://t.co/iwQWctVYyb,Sat Sep 15 09:12:05 +0000 2018,-0.836,0.121,0.508,0.371,68
@FoxNews,"Charleston Fire Department Chief Daniel Curia: ""This is a dangerous storm and although we have done a lot of prepar… https://t.co/KagZsJqADv",Sat Sep 15 09:06:03 +0000 2018,-0.6705,0.0,0.756,0.244,69
@FoxNews,Texas police officer dies after shot in head during gunbattle with robbery suspects https://t.co/T3lXdi7Y1b,Sat Sep 15 09:02:06 +0000 2018,-0.34,0.0,0.844,0.156,70
@FoxNews,Missouri mom stole dying daughter's meds: police https://t.co/oxKjumMUKm,Sat Sep 15 08:50:16 +0000 2018,0.0,0.0,1.0,0.0,71
@FoxNews,Teen allegedly left suicidal by bullies speaks out https://t.co/57DTO4nUWl,Sat Sep 15 08:48:39 +0000 2018,-0.6705,0.0,0.64,0.36,72
@FoxNews,"Lt. Amanda Faulkner: ""The next several days will be really focused on life-saving operations for the Coast Guard.""… https://t.co/NDQ4HNUXIw",Sat Sep 15 08:47:33 +0000 2018,0.4391,0.138,0.862,0.0,73
@FoxNews,"A man covers his eyes from a gust of wind and a blast of sand as Florence approaches Myrtle Beach, South Carolina,… https://t.co/al70H4RHmb",Sat Sep 15 08:41:26 +0000 2018,0.0,0.0,1.0,0.0,74
@FoxNews,"Andrew Baird, managing partner of Vector AeroMedical, discusses medical evacuations by air during Tropical Storm Fl… https://t.co/qtNVAbMtAs",Sat Sep 15 08:37:18 +0000 2018,0.0,0.0,1.0,0.0,75
@FoxNews,"DiGenova on New Strzok-Page Texts: 'Walls Are Closing In' on DOJ, FBI Officials https://t.co/Ej7Iot8RGv",Sat Sep 15 08:33:53 +0000 2018,0.0,0.0,1.0,0.0,76
@FoxNews,"Tropical Storm Florence moving slowly inland, bringing life-threatening storm surges, wind gusts and catastrophic f… https://t.co/OXr5R1Y2MK",Sat Sep 15 08:29:47 +0000 2018,-0.4939,0.0,0.824,0.176,77
@FoxNews,Michael Moore doubles down on claim that Trump could be America's last president: 'I think it's possible' https://t.co/csk7mlf24z,Sat Sep 15 08:22:45 +0000 2018,0.0,0.0,1.0,0.0,78
@FoxNews,.@RedCross sets up shelters for evacuees #TropicalStormFlorence https://t.co/unx4Ej9ams https://t.co/kSZpdHA0BJ,Sat Sep 15 08:20:11 +0000 2018,0.0,0.0,1.0,0.0,79
@FoxNews,".@SecPompeo blasted his Obama-era predecessor @JohnKerry on Friday for ""actively undermining"" U.S. policy on Iran… https://t.co/r3jsSyxCdu",Sat Sep 15 08:14:12 +0000 2018,-0.0516,0.122,0.745,0.133,80
@FoxNews,"Paul Manafort pleads guilty, agrees to cooperate in deal with Mueller team https://t.co/7KjQFdsKlt https://t.co/ozJcV00Ndp",Sat Sep 15 08:09:47 +0000 2018,-0.25,0.108,0.723,0.169,81
@FoxNews,"Severe weather safety expert Charlie Neese says the biggest threat from #TropicalStormFlorence right now is ""the fl… https://t.co/h8yvIVwe6o",Sat Sep 15 08:05:33 +0000 2018,-0.4939,0.118,0.63,0.252,82
@FoxNews,#TropicalStormFlorence kills at least 4 https://t.co/unx4Ej9ams https://t.co/SMzphORkvP,Sat Sep 15 07:54:17 +0000 2018,-0.5423,0.0,0.588,0.412,83
@FoxNews,Florence's path: Tracking the tropical storm https://t.co/unx4Ej9ams https://t.co/MgSmb1kXwk,Sat Sep 15 07:46:37 +0000 2018,0.0,0.0,1.0,0.0,84
@FoxNews,"Mom honored by Trump after MS-13 killed her daughter is struck, killed by SUV near memorial site https://t.co/DLWhtqz3kl",Sat Sep 15 07:43:58 +0000 2018,-0.802,0.132,0.486,0.382,85
@FoxNews,"A man and his kitten ""Survivor"" are rescued from floodwaters after Florence dumped several inches of rain in the ar… https://t.co/jehJlHRO6R",Sat Sep 15 07:35:00 +0000 2018,0.0258,0.119,0.766,0.115,86
@FoxNews,"The Fury of Florence: @GriffJenkins has the latest on #TropicalStormFlorence from Morehead City, North Carolina… https://t.co/d5zUxmuL4C",Sat Sep 15 07:33:00 +0000 2018,-0.5719,0.0,0.802,0.198,87
@FoxNews,Florida Taco Bell employee fired after refusing to serve customer who wouldn't speak Spanish https://t.co/Qhu7Pc8bG5,Sat Sep 15 07:25:00 +0000 2018,-0.743,0.0,0.674,0.326,88
@FoxNews,"Lawyer with Obama, Clinton ties may face federal charges: report https://t.co/eRD3Fw82mc",Sat Sep 15 07:15:01 +0000 2018,-0.2732,0.0,0.826,0.174,89
@FoxNews,"Former @fema official Thomas Panuzio: ""The reality of not properly evacuating has significant consequences.""… https://t.co/7nQeMGGV9Z",Sat Sep 15 07:07:28 +0000 2018,0.2023,0.114,0.886,0.0,90
@FoxNews,Flooding from #TropicalStormFlorence expected to get worse with days of heavy rain still ahead… https://t.co/UW96nXbbhv,Sat Sep 15 07:01:52 +0000 2018,-0.4767,0.0,0.819,0.181,91
@FoxNews,"Sheriff John Ingram of Brunswick Country, North Carolina, discusses the challenges law enforcement faces during… https://t.co/5PnWm7cTyU",Sat Sep 15 06:55:02 +0000 2018,0.0772,0.08,0.92,0.0,92
